"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NCAPG",930.205128205128,783.141860465116,5.64801246347353,1.30766451503885e-06,0.000114270205785408,-1.45015630156832
"HOXA2",-74.7694871794872,58.8813953488372,-5.64473999701244,1.32181200278698e-06,0.000114997644242467,-1.45253578862668
"LCA5",-805.470512820513,527.797674418605,-5.64238199843445,1.33210044554939e-06,0.000115384437276995,-1.45425080803624
"KCNG1",127.005128205128,283.06976744186,5.64092789302693,1.33848471775542e-06,0.000115431155855685,-1.45530860122269
"BDH2",-324.848717948718,423.976744186047,-5.63447845816679,1.36717026128636e-06,0.00011739237169628,-1.46000203683514
"C20orf24",392.013333333333,369.697674418605,5.6303817816507,1.38570832248246e-06,0.000118390172485362,-1.4629848067171
"PURA",-64.6976923076923,79.3697674418605,-5.62927044483883,1.39078029351379e-06,0.000118390172485362,-1.46379416660755
"KIF20A",164.940769230769,135.114186046512,5.62317733322225,1.41891854034123e-06,0.000120267048296991,-1.46823315629887
"ITM2A",-135.242923076923,85.1213953488372,-5.61626368847603,1.45153293302956e-06,0.000122505657668379,-1.47327304025701
"CENPK",41.0280256410257,36.326511627907,5.61450806853294,1.45993301450122e-06,0.000122690285546317,-1.47455337203697
"HNRNPU",3522.89743589743,6158.60465116279,5.61028449306144,1.48034023306755e-06,0.000123878132469708,-1.47763439681013
"F11R",8472.74358974359,13428.1395348837,5.60042748434503,1.52907801901268e-06,0.000127416716445069,-1.48482969569733
"PSMB2",754.753846153846,820.418604651163,5.59861671812034,1.53820341343616e-06,0.00012763856811744,-1.48615222337486
"GADD45GIP1",79.0820512820513,109.258139534884,5.5940007260017,1.56171173641878e-06,0.000128847511007664,-1.48952461965288
"TFDP3",62.9541025641026,57.4206976744186,5.59320091829919,1.56582118800138e-06,0.000128847511007664,-1.49010909947706
"MFN1",666.325641025641,892.886046511628,5.58932961935586,1.58586472709441e-06,0.000129955363051401,-1.49293876914944
"LRRC48",-25.1864615384615,14.136511627907,-5.58457327656023,1.61084043100098e-06,0.000131456560627432,-1.49641675294353
"DDA1",53.4564102564102,67.8920930232558,5.58329357305333,1.61762676100907e-06,0.000131457925107214,-1.49735277540842
"TNFSF9",-64.5930769230769,143.558139534884,-5.58206475439819,1.62417002005976e-06,0.000131457925107214,-1.49825168406831
"SHC2",-60.4423076923077,65.2232558139535,-5.5711604379018,1.68339970667055e-06,0.000135695758396068,-1.50623294862321
"SRPK1",911.369230769231,1209.06976744186,5.56278688215532,1.73033745640848e-06,0.000138912335067525,-1.51236734657394
"EBP",406.938461538461,515.672093023256,5.55958083688727,1.74865159265682e-06,0.000139814252240403,-1.51471732772661
"FLT4",-33.5051282051282,87.1627906976744,-5.555063589457,1.77478353600808e-06,0.000141331451825095,-1.51802958016031
"CLSPN",92.7897435897436,90.9439534883721,5.54769639885011,1.81823818397963e-06,0.000144141401914877,-1.5234344983182
"GUK1",1274.08205128205,1502.27906976744,5.54662135596367,1.82466709599064e-06,0.000144141401914877,-1.52422350644498
"CD200",-315.033487179487,186.855348837209,-5.54141321847719,1.85613406518811e-06,0.000145489303011614,-1.52804702541818
"LOC100192204",1309.61538461538,2200.06976744186,5.54135910349323,1.85646383912738e-06,0.000145489303011614,-1.52808676314516
"RANBP1",601.141025641025,640.893023255814,5.53236663334584,1.9120808527879e-06,0.000149255670994894,-1.53469284662275
"THOC4",1128.54615384615,1075.11162790698,5.52857981103627,1.9359947601022e-06,0.000150285737821103,-1.53747635852843
"HCRT",-538.212820512821,1488.3488372093,-5.52787217389527,1.94049638687434e-06,0.000150285737821103,-1.53799661512895
"HIST1H3H",26.8117948717949,35.1674418604651,5.52564057474908,1.95476097639452e-06,0.000150520650668066,-1.53963751164363
"MAMDC2",-120.185641025641,65.0618604651163,-5.5250158444041,1.95877296175467e-06,0.000150520650668066,-1.54009693594434
"PDZD11",207.353846153846,297.311627906977,5.52080638840852,1.98602018429938e-06,0.000152022917130731,-1.54319323291704
"LCE2A",-259.607692307692,652.186046511628,-5.51962470450916,1.99373659163375e-06,0.000152024339568243,-1.54406264183773
"MCM2",249.364358974359,236.267441860465,5.51221235578657,2.04282397262853e-06,0.000155168194751696,-1.54951830402574
"CENPF",170.250435897436,140.018604651163,5.51085258567623,2.05195847233534e-06,0.000155264857740041,-1.55051952323688
"CDC14A",-76.3850512820513,63.103488372093,-5.50134441900226,2.11697627156678e-06,0.000159573146515925,-1.55752395666308
"LOC285216",21.6446153846154,29.9262790697674,5.49722475674049,2.14577915095727e-06,0.000160685780657947,-1.56056066908304
"ZWINT",4826.20512820513,4137.58139534884,5.49579786670143,2.15584592056179e-06,0.000160685780657947,-1.56161272901668
"SEMA5A",-72.2079487179487,39.416976744186,-5.49526407668714,2.15962388835965e-06,0.000160685780657947,-1.56200633213642
"TTBK1",-93.8338461538462,154.688372093023,-5.49460711881334,2.16428262975411e-06,0.000160685780657947,-1.56249078189621
"FLJ25770",-44.6428717948718,28.5253488372093,-5.48769760107896,2.2138899556215e-06,0.00016340277791764,-1.56758767797994
"SNRPN",-62.0888461538462,36.9360465116279,-5.48721098998908,2.21742591938465e-06,0.00016340277791764,-1.56794675147802
"HIST2H3A",76.3512820512821,155.183720930233,5.48422644863594,2.23923626708102e-06,0.000164396568916666,-1.57014940452605
"MCM3",2329.74102564103,2606.09302325581,5.46879771823731,2.35543277967627e-06,0.000172286822095654,-1.58154543861454
"RPE",664.146153846153,961.511627906977,5.46666293175949,2.37197532379307e-06,0.000172856607636861,-1.58312346917857
"VMA21",107.391282051282,113.839534883721,5.46283236030229,2.40194859904148e-06,0.000174397363538494,-1.58595576576673
"CRYBB3",-7.87569230769231,10.553023255814,-5.45241745306339,2.48535932107559e-06,0.000179792531985062,-1.59366129551663
"SMYD1",-67.1800769230769,36.2532558139535,-5.44922610573811,2.51148969300139e-06,0.000181019744332425,-1.59602384049556
"LRIG1",-572.312564102564,395.481395348837,-5.44457060808441,2.55009873266588e-06,0.000183134181350613,-1.59947147308453
"RBM5",-2286.54102564103,3447.04651162791,-5.4391476613698,2.59581660934035e-06,0.000185741964557473,-1.60348920485583
"SAR1A",1578.35384615385,1844.02325581395,5.43695702096747,2.61451481272492e-06,0.000185792293762331,-1.6051127354149
"TTC18",-104.868846153846,75.1195348837209,-5.43686124649598,2.61533534183644e-06,0.000185792293762331,-1.60518372297603
"LOC389831",-319.641282051282,346.679069767442,-5.43106010975166,2.66551552084235e-06,0.00018867837283554,-1.60948459622879
"LRP2BP",-97.5945384615385,77.5723255813953,-5.42744566929169,2.69726314822674e-06,0.000190243749694035,-1.61216537896361
"C16orf75",130.501538461538,129.486046511628,5.42332980866761,2.73387272407156e-06,0.000192139688354766,-1.61521907758712
"PGK1",1035.16153846154,1310.84418604651,5.4178736433222,2.78316600682341e-06,0.000194445498043297,-1.61926886401956
"PSMC2",1933.76923076923,2590.37209302326,5.41752202646585,2.78637277564702e-06,0.000194445498043297,-1.61952991344632
"EGR3",-691.887230769231,367.957209302326,-5.40912964857144,2.86401062631588e-06,0.00019884740447106,-1.62576296867025
"HSPD1",2190.33846153846,2647.60465116279,5.40748925006164,2.87943514281275e-06,0.00019884740447106,-1.62698182307299
"CYP2B6",-3645.64102564103,7468.83720930233,-5.40746565704594,2.8796575866486e-06,0.00019884740447106,-1.62699935448116
"HMGB3L1",895.807692307692,884.474418604651,5.40448891807818,2.90786078290264e-06,0.000200095270388656,-1.62921158169387
"FANCG",493.464102564102,728.046511627907,5.39938231718441,2.95688391852848e-06,0.000202157156296843,-1.63300796937044
"POLR2K",3330.5641025641,4217.41860465116,5.39923631451129,2.95829754264963e-06,0.000202157156296843,-1.63311653604694
"ASPM",493.815384615384,431.906976744186,5.39645121420875,2.98539228235128e-06,0.000203305214428122,-1.63518777727535
"POLR2H",409.405128205128,590.093023255814,5.39229187534781,3.02631580924752e-06,0.000205383886312128,-1.63828193298016
"TOR3A",546.782051282051,617.860465116279,5.3882598545032,3.06651837183439e-06,0.000206910902898298,-1.64128241705104
"OR10H2",-84.0392307692308,171.137209302326,-5.38787951450289,3.07033794079328e-06,0.000206910902898298,-1.64156550514319
"HIST1H2BH",979.951282051282,902.602325581395,5.38689495246833,3.0802473771887e-06,0.000206910902898298,-1.64229835959229
"CDO1",-173.745743589744,91.5751162790698,-5.38444414767595,3.10505243028533e-06,0.000207343060232592,-1.64412287004475
"FAM49B",1511.64615384615,1788.79069767442,5.38418580854242,3.10767865860788e-06,0.000207343060232592,-1.6443152135263
"CNIH4",2823.64102564102,3041.67441860465,5.38309052434792,3.1188376411499e-06,0.00020738695143121,-1.64513074153266
"SNRPE",1670.22564102564,2384.58139534884,5.36929771759432,3.26281413479119e-06,0.000216232605194601,-1.65540703643513
"H6PD",-49.0307692307692,102.623255813953,-5.36512799270774,3.30762517211122e-06,0.000218469195732523,-1.65851601737586
"TSPAN1",-177.082051282051,307.06976744186,-5.36260190122746,3.33506914902612e-06,0.00021954760208039,-1.66040001809674
"SLC25A5",946.933333333333,1130.6511627907,5.35701802148153,3.39653838646233e-06,0.000222851284366261,-1.66456597395223
"GSTM1",-249.405897435897,194.76511627907,-5.34950666198355,3.48100364301554e-06,0.000227081955944521,-1.67017300785914
"C5orf4",-150.633307692308,74.1993023255814,-5.3492421283856,3.48401603378348e-06,0.000227081955944521,-1.67037053885507
"RAB27B",-368.595384615385,348.455813953488,-5.34800986812815,3.49808260505505e-06,0.000227248793971158,-1.67129074200885
"DOCK1",-829.776923076923,1284.16279069767,-5.34557945423293,3.52599187799006e-06,0.000228310864257133,-1.67310595333821
"IL33",-211.442615384616,114.766511627907,-5.34399832745904,3.54426705917476e-06,0.000228590398321324,-1.67428705017507
"ITGA2",-89.1475128205128,88.7579069767442,-5.34233761735511,3.56356333937729e-06,0.000228590398321324,-1.67552776122209
"LOC100130152",-232.758974358975,776.302325581395,-5.34221147300159,3.56503330208962e-06,0.000228590398321324,-1.67562201018673
"MRPL47",1294.0717948718,1209.3023255814,5.3385659893703,3.60777522045636e-06,0.000230429715006776,-1.67834616194263
"PKD1",-187.274102564103,174.674418604651,-5.33778020960108,3.6170546180617e-06,0.000230429715006776,-1.67893345662544
"MRPS24",520.210256410257,898.860465116279,5.33659610508456,3.63108266205221e-06,0.000230579586793792,-1.67981853224936
"ATP5L",10777.1794871795,27665.1162790698,5.33161038418041,3.69074310197468e-06,0.000233616940772109,-1.68354612230816
"C1orf59",900.738461538461,970.883720930233,5.32568088751814,3.76296476393567e-06,0.000236862289435968,-1.68798130853348
"EBI3",-20.4479487179487,42.4186046511628,-5.32543406803955,3.76600125995716e-06,0.000236862289435968,-1.6881659728153
"NR3C1",-170.829307692308,166.509069767442,-5.32133864963041,3.81674153881129e-06,0.000239291519523759,-1.69123060626396
"PGRMC1",703.330769230769,1034.46511627907,5.31840210305273,3.85354103576462e-06,0.000240834119985176,-1.69342867526125
"CORO6",-213.876923076923,516.860465116279,-5.31666860020844,3.87542957712015e-06,0.000241438040121596,-1.69472648581708
"C15orf23",115.313333333333,134.731162790698,5.31429980768827,3.90553939346417e-06,0.000242548734218628,-1.6965002095373
"HAAO",-56.6758974358974,114.227906976744,-5.31222771518907,3.93206812332775e-06,0.000243430762907836,-1.6980520467374
"PSMD14",2513.26153846154,2550.97674418605,5.31111799132104,3.94634922090144e-06,0.000243551408636196,-1.69888325110883
"LAGE3",431.623076923077,456.209302325581,5.30337999071368,4.04737084235233e-06,0.000249007871543976,-1.70468123063794
"USMG5",4382.58974358975,6980.6976744186,5.29895492898959,4.10629009739583e-06,0.000251848208489038,-1.70799849265694
"TCEB2",1112.36153846154,1528.60465116279,5.29457511758321,4.16544470890143e-06,0.00025468534847088,-1.7112829920241
"C14orf25",-58.6462051282051,28.5555813953488,-5.28964984016736,4.2329769370889e-06,0.000255961016921137,-1.71497792062424
"C7orf63",-63.673,56.176976744186,-5.28949136976208,4.23516772330598e-06,0.000255961016921137,-1.71509682877477
"KIF11",170.047692307692,161.06023255814,5.28778969515276,4.25876366225907e-06,0.000255961016921137,-1.71637377370112
"VPS36",-2020.70769230769,3262.51162790698,-5.28746805010134,4.2632383238015e-06,0.000255961016921137,-1.71661515716878
"CFL1",1231.36153846154,1601.62790697674,5.28499301803711,4.29782686328378e-06,0.000255961016921137,-1.71847278971234
"ELAVL1",82.1841025641025,115.606976744186,5.2849107374066,4.29898150266564e-06,0.000255961016921137,-1.71853455162839
"NOP10",851.620512820513,1090,5.28447901290198,4.30504491312028e-06,0.000255961016921137,-1.7188586215483
"FIGF",-270.538487179487,111.078372093023,-5.28436901110597,4.30659120324644e-06,0.000255961016921137,-1.71894119513466
"ZNF397OS",-126.982051282051,246.023255813953,-5.28436291186312,4.30667695613903e-06,0.000255961016921137,-1.71894577359336
"LOC401127",20.3107692307692,38.2395348837209,5.28370650541072,4.31591567343859e-06,0.000255961016921137,-1.71943852474422
"ZAN",-16.1735897435897,27.993023255814,-5.27683061115571,4.4138812398681e-06,0.000260987247323818,-1.72460166302254
"TSPYL2",-269.694871794872,355.302325581395,-5.27180682363349,4.48685010845037e-06,0.000264509859079959,-1.72837582276545
"CSE1L",341.323076923077,421.409302325581,5.27083478155142,4.50110623677217e-06,0.000264560556755993,-1.72910624975864
"UNQ565",-76.0027179487179,80.7902325581395,-5.26600296783397,4.57263986269058e-06,0.000266097683118286,-1.73273787603215
"IRS1",-867.72282051282,607.458139534884,-5.26596516984788,4.57320387253025e-06,0.000266097683118286,-1.73276629071204
"EMILIN3",-473.120512820513,694.06976744186,-5.26584912540812,4.57493588284005e-06,0.000266097683118286,-1.73285352778131
"SLC35A2",991.576923076923,1225.72093023256,5.26543286469601,4.5811540969273e-06,0.000266097683118286,-1.73316646068602
"MGC26597",90.3205128205128,214.360465116279,5.26302865933929,4.61723313046217e-06,0.00026740685364662,-1.73497407361179
"LOC100130518",-549.141025641026,1249.18604651163,-5.25876350214386,4.68193354513843e-06,0.000270361127435494,-1.7381816899222
"PLAT",-960.241256410257,732.141162790698,-5.25425987452222,4.75122753083398e-06,0.000273562660368631,-1.74156980930686
"C5orf41",-45.428358974359,35.913488372093,-5.2517642519768,4.79006277436155e-06,0.000274996946892053,-1.74344780097212
"NXT1",228.695128205128,290.916279069767,5.24497536397735,4.89730707093343e-06,0.000280338890851781,-1.74855838072135
"ARMET",2580.17948717949,3575.27906976744,5.24397296230945,4.91334248639275e-06,0.000280443932843267,-1.74931320273304
"EIF4A3",2483.38461538462,3209.20930232558,5.2405425476301,4.96861377273559e-06,0.000282781421895548,-1.75189679450359
"TMEM165",796.176923076923,971.395348837209,5.23842468892846,5.0030443188932e-06,0.000283609579219556,-1.75349218630537
"THSD1",-38.3512051282051,43.9048837209302,-5.23788313965394,5.01188633083322e-06,0.000283609579219556,-1.75390017950049
"FTO",-515.39717948718,508.574418604651,-5.23697815108789,5.02669690087886e-06,0.000283634963129876,-1.75458201915599
"CCNA2",651.39641025641,620.199534883721,5.23132539710081,5.12019391387053e-06,0.00028808749175222,-1.758842012205
"MCM4",361.901025641025,346.581395348837,5.22971977289952,5.14706407913722e-06,0.000288776615053639,-1.76005237019275
"NFIL3",1377.31794871795,1797.53488372093,5.2246372279859,5.23304565844726e-06,0.000292768891525991,-1.76388469643598
"TMEM132A",212.354871794872,217.913023255814,5.2192726632226,5.32534301064387e-06,0.00029676707546321,-1.76793128586806
"HSPA8",2497.69230769231,3744.88372093023,5.21870894936497,5.33513490981704e-06,0.00029676707546321,-1.76835660166505
"SFRS5",-534.753846153847,825.06976744186,-5.21624848320393,5.3780834105903e-06,0.00029676707546321,-1.77021320948994
"SPATA18",-29.5715128205128,19.3625581395349,-5.21600433434664,5.38236377990004e-06,0.00029676707546321,-1.77039745721669
"LOC100170939",-925.894871794872,1059.48837209302,-5.21540370901842,5.39290820140877e-06,0.00029676707546321,-1.770850735617
"ACTA2",-1144.27769230769,745.974418604651,-5.21499052631345,5.40017381462233e-06,0.00029676707546321,-1.77116256730164
"XRCC6",4957.53846153846,8077.20930232558,5.21321297849854,5.43154193257628e-06,0.00029676707546321,-1.77250420581032
"SUV39H2",234.209743589743,264.079069767442,5.21274756432455,5.43978481800342e-06,0.00029676707546321,-1.77285551603022
"PPP1R14A",-154.424358974359,117.06976744186,-5.21196517404459,5.45366957420608e-06,0.00029676707546321,-1.77344611837911
"KIF15",84.0056410256411,80.4962790697674,5.21190269330381,5.45477990749635e-06,0.00029676707546321,-1.77349328467812
"CPLX2",-66.7376923076923,152.746511627907,-5.2102653234865,5.48395730241037e-06,0.000297387592906762,-1.77472940394162
"HIST1H3G",29.4753846153846,39.8288372093023,5.20921113143486,5.50282446483085e-06,0.000297387592906762,-1.77552533890291
"USP34",-1510.48461538462,2521.55813953488,-5.20807746840466,5.5231857406168e-06,0.000297387592906762,-1.7763813467894
"MIF",1113.34358974359,1531.67441860465,5.20770927539309,5.5298147615121e-06,0.000297387592906762,-1.77665937827353
"MAD2L1",269.268717948718,283.826511627907,5.20706257117906,5.54147724895886e-06,0.000297387592906762,-1.77714773905556
"CASP8",-9581.79487179486,28253.488372093,-5.20499620940436,5.57890509027839e-06,0.000298584814709777,-1.77870831868952
"PRC1",1700.98974358974,1368.01395348837,5.20056524745297,5.66000947356367e-06,0.000302106829982187,-1.78205553638672
"ZKSCAN4",-39.7612307692308,41.5288372093023,-5.19578447754185,5.74882761989838e-06,0.000305296247768521,-1.78566825541159
"SYCP3",-549.216153846154,523.672093023256,-5.19521287420697,5.75953900436855e-06,0.000305296247768521,-1.78610028977283
"PIGR",-161.805692307692,72.32,-5.19486113827045,5.76614007887277e-06,0.000305296247768521,-1.7863661511801
"GRAMD1C",-236.293025641026,151.652093023256,-5.19264462433488,5.80791051548223e-06,0.000306685627727964,-1.78804167565749
"CTPS",305.33358974359,316.156511627907,5.19039052140509,5.85069684117622e-06,0.000307530106229293,-1.78974589956318
