"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity","27/2489","66/18860",0.409090909090909,3.09982103071697,6.66313805948097,2.06106430524185e-08,1.25849835607949e-06,1.09748113138237e-06,"8655/5888/580/8914/5111/142/641/9156/54962/29980/6596/545/64710/10721/55159/5591/25842/1763/91607/84515/348654/146956/5428/5965/80198/10293/25939",27
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","48/2489","163/18860",0.294478527607362,2.23136401393124,6.15642325322302,3.75158120939227e-08,2.26783084107763e-06,1.97767565227753e-06,"26289/8833/2987/54539/4700/4694/5471/4712/4718/3251/142/4706/4702/10606/527/4830/4708/4709/4704/2618/4710/4725/353/4719/2023/113/4715/4722/4707/126328/6391/4729/7415/471/4720/4728/51422/10165/51079/4695/4726/8382/109/56848/4522/55967/5604/4833",48
"GO:0090307","GO:0090307","mitotic spindle assembly","29/2489","76/18860",0.381578947368421,2.89135353449916,6.44198406255718,4.00013433764196e-08,2.39413980901442e-06,2.08782415455039e-06,"22974/29127/3192/3832/56992/9055/55143/332/5347/79643/3796/29128/4751/9493/3833/11200/144165/23332/1104/3837/24137/128866/7175/25978/7756/57132/9126/991/3619",29
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","69/2489","273/18860",0.252747252747253,1.91515194327569,5.93887322448621,4.83266602990951e-08,2.86406530890225e-06,2.49762553950328e-06,"26289/5166/8833/2987/5230/23498/5160/54539/4700/4694/197322/5471/4712/4718/3251/5631/142/4706/4702/64834/10606/527/51144/4830/4708/4709/4704/2618/47/4710/55276/4725/353/4719/2023/113/4715/1738/3418/4722/32/8050/4707/126328/6391/4729/5163/79717/7415/9497/471/4720/4728/51422/10165/51079/4695/4726/1633/8382/109/56848/84869/221823/4522/79877/55967/5604/4833",69
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","42/2489","136/18860",0.308823529411765,2.3400609741687,6.1154563676784,5.97273977020757e-08,3.50536037969949e-06,3.05687079910062e-06,"891/7272/701/699/63967/1063/11130/4085/55143/580/332/1111/990/9319/57405/51514/83540/5347/641/147841/4436/10459/54962/11200/29980/545/79858/10403/2177/51143/55159/5591/51499/5514/55055/7175/348654/146956/7756/991/3619/80198",42
"GO:0009165","GO:0009165","nucleotide biosynthetic process","62/2489","239/18860",0.259414225941423,1.96566986792094,5.85814753393285,8.32257954229401e-08,4.83749935895839e-06,4.21857068297656e-06,"26289/6241/8833/2987/23498/54539/4700/4694/5471/4712/4718/3251/5631/142/4706/4702/10606/527/4830/4708/4709/4704/2618/7298/6240/4710/4725/353/4719/2023/113/4715/3418/4722/9519/4707/126328/6391/4729/7415/9497/471/4720/4728/51422/10165/51079/4695/4726/1633/8382/109/56848/7372/221823/7371/4522/55967/55312/5604/51727/4833",62
"GO:0046034","GO:0046034","ATP metabolic process","62/2489","241/18860",0.257261410788382,1.94935725490915,5.78354598774134,1.15178540646635e-07,6.63099312579915e-06,5.78259781010877e-06,"26289/5230/3312/54539/3939/2821/7167/3692/4700/4694/4621/538/2597/4712/4718/63979/142/4706/525/4702/23788/5223/527/4708/4709/4704/5901/4710/4725/4719/3099/2023/2819/4715/4722/26137/4707/126328/6391/11164/4729/10059/7415/8505/29789/4720/5515/4728/51422/10165/51079/4695/4726/523/56848/3091/1291/477/55967/3607/5604/54541",62
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","25/2489","63/18860",0.396825396825397,3.00688107036038,6.22130960825437,1.39438777995415e-07,7.86509449319505e-06,6.85880339940286e-06,"891/7272/11004/3192/1062/55143/332/81930/83540/9928/22919/79643/3833/23636/10403/3837/84722/23212/128866/25978/57132/3619/81929/79998/81620",25
"GO:0006310","GO:0006310","DNA recombination","83/2489","358/18860",0.231843575418994,1.75675766669435,5.63667738622424,1.40138524728327e-07,7.86509449319505e-06,6.85880339940286e-06,"3838/60/8438/5888/4171/4172/3329/10213/4173/2547/9401/4176/10635/7153/3149/80010/580/8914/1111/2237/51377/9319/79677/8317/63979/142/10097/5347/641/118460/9156/4175/29128/4436/86/3148/51010/10459/4841/27301/25788/6119/83933/7516/3070/6421/5885/6502/29844/64710/10721/2177/286053/55159/5591/9643/7037/25842/1387/6944/84057/8089/29893/27336/51659/2956/80119/708/165918/2521/84515/151987/348654/146956/6778/93973/7528/5965/64110/4174/55183/80198/25939",83
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","23/2489","55/18860",0.418181818181818,3.16870594251068,6.28028741712552,1.4051781724815e-07,7.86509449319505e-06,6.85880339940286e-06,"891/29127/11004/3192/1894/1062/55143/332/79980/57405/10615/83540/22919/147841/4751/10403/55920/55055/7756/998/3619/81929/81620",23
"GO:0031297","GO:0031297","replication fork processing","24/2489","59/18860",0.406779661016949,3.08230791754908,6.24618230773666,1.41840321132188e-07,7.86628202976218e-06,6.85983899787541e-06,"8655/5888/580/8914/5111/142/641/9156/54962/29980/6596/545/64710/10721/55159/5591/25842/1763/348654/146956/5965/80198/10293/25939",24
"GO:0006997","GO:0006997","nucleus organization","46/2489","160/18860",0.2875,2.17848533547609,5.83710553054525,1.57095590525846e-07,8.63311677026125e-06,7.52856188854962e-06,"6732/50511/4001/84823/1111/7443/23435/90780/5347/26135/79643/8815/55746/54700/3148/993/1029/9631/6839/55968/545/9972/9688/9519/23760/57122/221496/8087/1104/23165/7341/128866/83983/7175/25978/129401/57132/10436/3267/64431/23463/10269/4000/81929/8467/9221",46
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","22/2489","52/18860",0.423076923076923,3.20579781809191,6.2105525498233,2.04580715735205e-07,1.11413551947686e-05,9.71588643339884e-06,"4700/4694/4712/4718/4706/4702/4708/4709/4704/4710/4725/4719/4715/1738/4722/4707/126328/4729/4720/4728/4695/4726",22
"GO:0033260","GO:0033260","nuclear DNA replication","19/2489","41/18860",0.463414634146341,3.51145038167939,6.27700441092076,2.43096807614088e-07,1.31207160895282e-05,1.14420001177759e-05,"5888/9837/4171/4172/4173/58525/2237/8317/5111/641/4175/54962/29980/7083/1602/5422/1763/10269/81620",19
"GO:0042254","GO:0042254","ribosome biogenesis","75/2489","318/18860",0.235849056603774,1.78710856068589,5.51955521010679,2.70500569985033e-07,1.44705835890223e-05,1.26191602653474e-05,"23560/55505/9775/5393/54512/3692/118460/10775/10969/23246/54700/10521/51010/5901/55759/2971/55003/1029/8568/23029/6839/55794/51018/55646/55027/29081/117246/23160/4931/64216/10248/55226/10199/25926/7514/51068/5591/51388/81887/8602/10885/51729/8451/84128/22868/91582/10528/404672/1736/5036/705/708/23212/9816/9092/11157/55341/51441/10557/51491/22894/55651/3669/54555/6169/10436/55035/85865/8780/9188/30836/10799/90121/29889/9221",75
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","54/2489","204/18860",0.264705882352941,2.00576654928745,5.63166974576509,2.76719757150262e-07,1.46734292278363e-05,1.27960530360897e-05,"26289/8833/2987/23498/54539/4700/4694/5471/4712/4718/3251/5631/142/4706/4702/10606/527/4830/4708/4709/4704/2618/4710/4725/353/4719/2023/113/4715/3418/4722/4707/126328/6391/4729/7415/9497/471/4720/4728/51422/10165/51079/4695/4726/1633/8382/109/56848/221823/4522/55967/5604/4833",54
"GO:0045786","GO:0045786","negative regulation of cell cycle","89/2489","399/18860",0.223057644110276,1.69018367533941,5.43322504404319,3.14735862946467e-07,1.65441590566208e-05,1.44274343399168e-05,"1869/891/7272/701/699/23560/5888/51270/63967/1063/11130/64061/4085/2146/55143/580/2625/8914/332/1111/596/990/9319/84444/57405/51514/83540/5781/5933/5347/641/147841/4436/323/4751/9088/10459/54962/11200/29980/4342/1029/9031/79733/6839/5885/545/79858/261726/10403/2619/1032/26271/100288687/2177/51143/64848/55159/5591/1763/51499/836/79968/8451/91607/5810/54888/899/5311/5514/55055/165918/29117/7159/25896/7175/348654/10467/146956/5796/7756/991/144455/3624/3619/80198/8467/5728/81620",89
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","39/2489","129/18860",0.302325581395349,2.29082381081409,5.73608416970418,3.25072429953107e-07,1.69401968885046e-05,1.4772801535437e-05,"54539/4700/4694/4712/4718/142/4706/4702/527/4830/4708/4709/4704/7298/4710/4725/4719/2023/4715/4722/9519/4707/126328/6391/4729/7415/4720/4728/51422/10165/51079/4695/4726/8382/56848/7371/55967/5604/4833",39
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","36/2489","115/18860",0.31304347826087,2.3720369626356,5.75448130550313,3.54266990280002e-07,1.83037944978001e-05,1.59619351086122e-05,"54539/4700/4694/4712/4718/142/4706/4702/527/4830/4708/4709/4704/4710/4725/4719/2023/4715/4722/4707/126328/6391/4729/7415/4720/4728/51422/10165/51079/4695/4726/8382/56848/55967/5604/4833",36
"GO:0009266","GO:0009266","response to temperature stimulus","48/2489","175/18860",0.274285714285714,2.07835619583309,5.58816068457961,4.03190404863235e-07,2.06549660796462e-05,1.80122885598134e-05,"1153/2246/3297/9481/3329/6647/4137/3066/94233/3320/2932/37/55107/3162/11168/4842/284207/545/5931/3301/7067/27000/2308/286133/1967/9658/10016/1965/9261/170506/51022/6387/1387/7415/26973/1936/7341/155/844/3315/7175/3654/55466/5609/8891/10294/4277/7266",48
"GO:2001251","GO:2001251","negative regulation of chromosome organization","32/2489","97/18860",0.329896907216495,2.49974112900888,5.77411200417826,4.18509131326745e-07,2.12595604947073e-05,1.85395287897774e-05,"891/7272/701/699/3192/1063/11130/4085/55143/332/9319/57405/83540/142/5347/3183/147841/10459/9031/5885/10403/26271/55226/51143/55055/80119/7175/348654/7756/991/3619/8467",32
"GO:0032204","GO:0032204","regulation of telomere maintenance","35/2489","111/18860",0.315315315315315,2.38925144509717,5.72383975044983,4.22191955594149e-07,2.12679197630553e-05,1.85468185404868e-05,"8550/3192/6950/7874/51377/3181/79677/142/3183/4751/7203/3320/86/10576/5073/545/908/4931/10575/29844/55226/286053/10574/170506/23381/1736/5514/80119/140609/3184/5609/93973/7528/4000/11284",35
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","36/2489","116/18860",0.310344827586207,2.35158836813012,5.69346265944167,4.49053234354302e-07,2.24341057989401e-05,1.95637981526433e-05,"54539/4700/4694/4712/4718/142/4706/4702/527/4830/4708/4709/4704/4710/4725/4719/2023/4715/4722/4707/126328/6391/4729/7415/4720/4728/51422/10165/51079/4695/4726/8382/56848/55967/5604/4833",36
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","37/2489","121/18860",0.305785123966942,2.31703794215208,5.66698339975394,4.71878584197241e-07,2.33811970612486e-05,2.03897148374442e-05,"54539/4700/4694/4712/4718/142/4706/4702/527/4830/4708/4709/4704/4710/4725/4719/2023/4715/4722/4707/126328/6391/4729/7415/4720/4728/51422/10165/51079/4695/4726/8382/56848/7371/55967/5604/4833",37
"GO:1903241","GO:1903241","U2-type prespliceosome assembly","14/2489","25/18860",0.56,4.24331056649257,6.32717582751651,5.00467004336788e-07,2.4596122286308e-05,2.14491977554012e-05,"6637/10946/6635/6634/6636/6633/6632/10262/83443/10992/27336/6627/84844/51634",14
"GO:0006405","GO:0006405","RNA export from nucleus","32/2489","98/18860",0.326530612244898,2.47423356646797,5.70524030526218,5.4343941270482e-07,2.649267136936e-05,2.31030948966531e-05,"29107/9775/11260/3181/4686/56943/1660/55746/5901/9631/23636/9972/9688/6741/79902/9887/57122/7514/23381/22916/11052/80145/54888/23511/84321/91746/7175/3267/4116/55110/84248/57510",32
"GO:0071897","GO:0071897","DNA biosynthetic process","46/2489","168/18860",0.273809523809524,2.07474793854866,5.45591442374934,7.35684906857992e-07,3.55777220956525e-05,3.10257685351143e-05,"3192/1063/55505/890/6950/54108/51514/5111/63922/5984/3183/7203/3320/10576/10459/7298/6240/5073/7083/286826/1602/7398/7027/56655/545/27000/7422/908/1032/5985/10575/55226/10721/5422/51426/10574/23381/85456/7415/1736/50507/80119/55651/3184/5428/5429",46
"GO:0006754","GO:0006754","ATP biosynthetic process","33/2489","104/18860",0.317307692307692,2.40434836356893,5.5995816859038,7.61623779483889e-07,3.65398075157151e-05,3.18647609662098e-05,"54539/4700/4694/4712/4718/142/4706/4702/527/4708/4709/4704/4710/4725/4719/2023/4715/4722/4707/126328/6391/4729/7415/4720/4728/51422/10165/51079/4695/4726/56848/55967/5604",33
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","25/2489","68/18860",0.367647058823529,2.78578687401035,5.75217056304911,7.7574753337378e-07,3.69243609389331e-05,3.22001131134346e-05,"54539/4700/4694/4712/4718/4706/4702/4708/4709/4704/4710/4725/4719/4715/4722/4707/126328/6391/4729/4720/4728/51079/4695/4726/55967",25
"GO:0051170","GO:0051170","import into nucleus","49/2489","184/18860",0.266304347826087,2.01787866613098,5.40999875549385,7.98918969762944e-07,3.77301966579453e-05,3.29028470441844e-05,"3838/2737/90865/1072/1994/1434/5587/1894/23435/1871/347/55746/3320/7529/5901/9631/5295/23636/144165/9972/9688/23649/6396/55027/10762/10628/3840/79902/9538/57122/503542/7545/7494/3837/55122/3839/55705/23511/7341/5514/146059/3621/7175/103/129401/11331/51715/4000/60468",49
"GO:1903046","GO:1903046","meiotic cell cycle process","57/2489","227/18860",0.251101321585903,1.9026801627602,5.33506370302993,8.63233183514053e-07,4.04515084832748e-05,3.52759835417248e-05,"898/7272/1164/10051/8438/3297/5888/11130/259266/50511/10635/7153/80010/81930/9319/1642/83540/63979/9133/10097/5347/6790/811/10744/10096/9088/2175/25788/993/4342/9232/5885/23397/10403/26271/84930/7283/2177/9134/9918/84057/29893/5810/54888/2956/10361/51441/5719/146956/23310/991/10592/3619/80198/4627/5728/4488",57
"GO:0060623","GO:0060623","regulation of chromosome condensation","10/2489","14/18860",0.714285714285714,5.41238592664868,6.43964741597161,9.49807190639845e-07,4.41660343647528e-05,3.85152583864319e-05,"891/10051/64151/54892/9031/23397/9918/23310/10592/8467",10
"GO:1905820","GO:1905820","positive regulation of chromosome separation","16/2489","33/18860",0.484848484848485,3.67386196233123,5.99431506593717,1.01654125675008e-06,4.69083350920168e-05,4.09066983833216e-05,"11065/10051/64151/55143/332/54892/51433/51529/23397/9787/286053/9918/23310/991/10592/3619",16
"GO:0006364","GO:0006364","rRNA processing","56/2489","223/18860",0.251121076233184,1.9028298504451,5.2881591017213,1.06996523626409e-06,4.89995443425489e-05,4.27303501053476e-05,"23560/55505/9775/5393/54512/3692/118460/10775/10969/23246/10521/51010/55759/55003/1029/8568/23029/6839/51018/55646/29081/117246/23160/4931/64216/10248/55226/10199/25926/5591/81887/8602/10885/51729/84128/10528/404672/1736/5036/705/23212/9092/11157/51441/10557/22894/55651/3669/54555/10436/55035/8780/9188/10799/90121/9221",56
"GO:0006270","GO:0006270","DNA replication initiation","17/2489","37/18860",0.459459459459459,3.48148067714159,5.89116942690646,1.21658867032847e-06,5.52953271589144e-05,4.82206257301543e-05,"898/5813/4171/4172/4173/4176/990/55388/5558/4175/23649/5422/9134/222229/5557/4174/81620",17
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","15/2489","30/18860",0.5,3.78867014865408,5.96028174428077,1.34846362800255e-06,6.08318106811596e-05,5.30487497960467e-05,"891/10051/64151/3192/55143/332/990/79677/54892/23397/55920/9918/23310/10592/3619",15
"GO:0015931","GO:0015931","nucleobase-containing compound transport","59/2489","241/18860",0.244813278008299,1.85503351676839,5.20891965560783,1.37160379250374e-06,6.14173698198898e-05,5.3559390197729e-05,"3800/3297/292/7355/29107/9775/11260/115286/87178/3181/4686/56943/1660/8570/29074/10237/55746/293/9793/5901/7884/9631/9197/23636/9972/9688/6396/81034/10762/6741/79902/9887/4904/57122/7514/23381/8087/22916/11052/23165/3837/80145/54888/23511/84321/7048/91746/10478/7175/129401/54847/3267/4116/55110/81929/84275/84248/57510/1069",59
"GO:2000573","GO:2000573","positive regulation of DNA biosynthetic process","19/2489","45/18860",0.422222222222222,3.19932145886344,5.75939720824719,1.43006974066678e-06,6.35644969289022e-05,5.54318054277031e-05,"890/6950/5111/63922/5984/7203/3320/10576/5073/7398/545/7422/908/5985/10575/10574/1736/50507/3184",19
"GO:0034605","GO:0034605","cellular response to heat","24/2489","66/18860",0.363636363636364,2.75539647174842,5.57021235109348,1.61409570628324e-06,7.12205003246877e-05,6.21082696662811e-05,"2246/3297/4137/3066/3320/2932/55107/3162/545/5931/27000/286133/10016/1965/9261/170506/1387/7415/26973/1936/7341/7175/3654/7266",24
"GO:0016072","GO:0016072","rRNA metabolic process","64/2489","270/18860",0.237037037037037,1.79611029269527,5.13747356638812,1.64946637879111e-06,7.22537989840018e-05,6.300936403498e-05,"23560/55505/9775/5393/54512/3692/4137/118460/10775/10969/23246/10521/51010/55759/2971/55003/1029/8568/23029/6839/112495/51018/55646/29081/117246/23160/4931/6597/64216/10248/55226/10199/9191/25926/5591/81887/8602/10885/51729/84128/10528/404672/1736/5036/705/23212/53918/9092/11157/51441/10557/22894/55651/3669/54555/64768/10436/55035/8780/9188/10799/90121/4691/9221",64
"GO:0006606","GO:0006606","protein import into nucleus","47/2489","178/18860",0.264044943820225,2.00075839310946,5.23072312907831,1.72335608618355e-06,7.49473923811477e-05,6.53583285089527e-05,"3838/2737/90865/1072/1994/1434/5587/1894/23435/1871/347/55746/3320/7529/5901/9631/5295/23636/144165/9972/9688/23649/6396/55027/10762/10628/3840/79902/9538/57122/503542/7545/7494/3837/55122/3839/55705/23511/7341/5514/3621/7175/103/129401/11331/51715/4000",47
"GO:0000727","GO:0000727","double-strand break repair via break-induced replication","9/2489","12/18860",0.75,5.68300522298112,6.32727634740132,1.80864822287268e-06,7.80948464804668e-05,6.81030849635067e-05,"4171/4172/4173/4176/8317/4175/51659/4174/80198",9
"GO:0000966","GO:0000966","RNA 5'-end processing","17/2489","38/18860",0.447368421052632,3.38986276458523,5.74997624953908,1.93114231316875e-06,8.27925906603197e-05,7.21997812941328e-05,"6637/6635/79897/3028/87178/6634/6636/4686/6633/6632/10775/6741/10248/8602/10557/10940/10799",17
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","59/2489","244/18860",0.241803278688525,1.83222572762779,5.10184241305972,2.1044214265083e-06,8.95861093186103e-05,7.81241104814941e-05,"891/7272/701/699/23560/51270/63967/1063/11130/4085/2146/55143/580/332/1111/596/990/9319/57405/51514/83540/5933/5347/641/147841/4436/9088/10459/54962/11200/29980/5885/545/79858/10403/2619/1032/26271/2177/51143/64848/55159/5591/51499/91607/5311/5514/55055/29117/7175/348654/146956/7756/991/144455/3624/3619/80198/5728",59
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","75/2489","335/18860",0.223880597014925,1.6964194695466,5.01473945178855,2.25761074453789e-06,9.54353632918291e-05,8.3224987917893e-05,"8626/60401/1869/53832/3336/9833/4282/1051/6647/596/23612/63979/142/5034/578/23788/8453/4436/6498/54700/5478/3190/114971/11200/4841/10134/9131/5295/8445/3070/6421/2023/11235/5770/3301/2907/1032/133746/3708/2810/27113/9538/5163/55031/5591/960/7494/8428/6387/4690/51499/2537/836/8454/8451/2956/51741/7159/3315/1649/8382/51060/10961/2876/4976/7132/3091/5457/27141/3065/29979/5604/219790/598/54541",75
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","26/2489","76/18860",0.342105263157895,2.59224799644753,5.42322523507998,2.29744984775039e-06,9.64450300670214e-05,8.41054739585814e-05,"54539/4700/4694/4712/4718/4706/4702/527/4708/4709/4704/4710/4725/4719/4715/4722/4707/126328/6391/4729/4720/4728/51079/4695/4726/55967",26
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","59/2489","246/18860",0.239837398373984,1.81732958350074,5.0312870021131,2.7813565513366e-06,0.000115953795536757,0.000101118211318284,"1869/898/891/60/6241/10769/51270/5310/890/2146/1033/596/990/1871/8317/9928/9133/5933/8453/1019/86/2932/9978/6240/993/1029/5537/7027/1981/1032/6597/6502/900/57695/3398/9134/1031/5977/55159/5591/1104/51499/8454/8451/51692/91607/899/5311/5721/5515/81853/29117/6601/301/144455/3624/5962/5728/1022",59
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication","18/2489","43/18860",0.418604651162791,3.17190989189644,5.55949076235184,3.13611067950995e-06,0.000129847870257792,0.000113234623525493,"8655/4171/4172/4173/4176/8914/58525/8317/4175/54962/79733/1602/26271/91607/10269/144455/4174/81620",18
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","49/2489","193/18860",0.253886010362694,1.92378069724404,5.02972740493784,3.52981561586962e-06,0.000145154662570965,0.000126583004685106,"891/7272/701/699/23560/51270/63967/1063/11130/4085/2146/55143/580/332/1111/596/990/9319/57405/51514/83540/5933/5347/641/147841/9088/10459/29980/5885/545/10403/1032/26271/51143/55159/5591/51499/91607/5311/55055/29117/7175/348654/7756/991/144455/3624/3619/5728",49
"GO:0051321","GO:0051321","meiotic cell cycle","68/2489","299/18860",0.22742474916388,1.72327471644466,4.91555281591093,3.73591852236739e-06,0.000152592077484533,0.000133068847510782,"898/7272/1164/10051/8438/3297/5888/11130/259266/50511/10635/7153/80010/81930/9319/1642/83540/63979/51433/9133/10097/5347/9156/51529/6790/811/10744/4751/10096/9088/2175/25788/993/4342/7516/9232/5885/23397/8468/10403/29945/26271/84930/7283/2177/9134/64848/9918/84057/29893/5810/54888/2956/5515/10361/51441/5719/146956/23310/9126/991/10592/89765/3619/80198/4627/5728/4488",68
"GO:0008156","GO:0008156","negative regulation of DNA replication","13/2489","25/18860",0.52,3.94021695460024,5.73588907426744,3.93794189656391e-06,0.000159764152783415,0.000139323299314674,"8655/23560/3060/64061/8914/990/54962/545/26271/6282/91607/23244/81620",13
"GO:0007005","GO:0007005","mitochondrion organization","88/2489","417/18860",0.211031175059952,1.59905502677007,4.82339840488149,4.17796986121672e-06,0.000168372185407034,0.000146829986420866,"2066/79017/56993/55669/3329/2189/292/132671/7386/10063/26521/401505/3028/87178/8739/596/54968/4700/10989/4137/538/4718/1346/142/578/23788/6790/293/2932/10075/64083/9131/4725/28978/4719/7818/3099/140823/5716/79135/131474/4722/1965/2810/27113/92609/26355/9167/55737/7037/10059/3313/25813/51499/2537/2931/8506/28976/4720/100188893/4728/10651/132299/9650/8834/51079/4726/27069/137994/7019/203245/90639/282991/2876/55210/4976/54927/11331/1291/7417/23287/4000/5898/84275/51142/26519/2553/598",88
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","25/2489","74/18860",0.337837837837838,2.55991226260411,5.24243491373423,4.62737613558703e-06,0.000185248269798832,0.000161546878264342,"8550/6950/51377/3181/4751/7203/3320/86/10576/5073/545/908/4931/10575/29844/10574/170506/1736/5514/140609/3184/5609/93973/7528/11284",25
"GO:0051302","GO:0051302","regulation of cell division","48/2489","190/18860",0.252631578947368,1.91427544353048,4.93873667621072,5.1159201121185e-06,0.000203458796564186,0.000177427478680675,"90293/5154/8626/29127/2246/10112/8556/259266/9055/1894/55143/332/11113/990/9928/146909/4674/5347/55660/641/27152/6790/3068/63971/9493/11091/79733/5764/382/23636/801/10628/7422/805/2810/4904/80310/5080/4192/51100/2248/1810/144455/998/3619/79998/598/1069",48
"GO:0070585","GO:0070585","protein localization to mitochondrion","24/2489","70/18860",0.342857142857143,2.59794524479137,5.22253907387663,5.33307269205575e-06,0.000210708656362595,0.000183749762929585,"56993/10440/3329/26521/401505/134266/23788/100287932/3320/9131/3099/140823/131474/3301/92609/10059/25813/100188893/10651/51079/3308/27102/80273/26519",24
"GO:0010639","GO:0010639","negative regulation of organelle organization","79/2489","367/18860",0.215258855585831,1.63108960078295,4.76052165938928,5.93499970942598e-06,0.000232968008074546,0.00020316116571979,"22974/891/7272/701/699/3192/50848/1063/11130/292/1072/4085/55143/3925/332/1111/9319/57405/4137/83540/10391/5216/142/2665/578/5347/22919/51256/3183/147841/85358/293/10459/10075/9031/5295/10297/28978/84952/5885/5716/55254/10403/89795/26271/55226/27124/51143/7037/23332/829/51499/81624/2537/25802/8239/830/5810/130271/899/55055/80119/10198/23671/27069/7175/26586/348654/2876/4976/7756/991/822/4000/3619/5962/832/8467/598",79
"GO:0140694","GO:0140694","membraneless organelle assembly","92/2489","446/18860",0.20627802690583,1.56303880572276,4.69208490848278,6.80277377626961e-06,0.000264008684596361,0.000230230376119207,"54443/4629/1465/1153/22974/29127/203068/10769/3297/64105/3192/1063/259266/3832/56992/9055/5587/1062/25804/55143/29901/3692/332/4621/4137/1642/10615/9133/5347/22919/6790/79643/3796/29128/4076/4751/23246/9493/3833/2932/11200/7430/1058/79959/4607/55794/23636/144165/5156/10286/27258/10403/255967/26271/1965/9787/51804/10733/5591/51388/23332/8087/1104/3837/81624/25802/22868/1778/24137/708/9172/23212/128866/844/6713/2521/7175/4604/51441/26054/124093/25978/6169/140609/7756/57132/9126/991/54915/3619/5728/1069",92
"GO:0051028","GO:0051028","mRNA transport","38/2489","139/18860",0.273381294964029,2.07150310286122,4.94390919911568,6.81312734442221e-06,0.000264008684596361,0.000230230376119207,"3800/3297/29107/9775/3181/4686/56943/1660/8570/55746/7884/9631/23636/9972/9688/6396/10762/79902/9887/57122/7514/23381/8087/22916/23165/80145/54888/23511/84321/91746/7175/129401/3267/4116/55110/81929/84248/1069",38
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","13/2489","26/18860",0.5,3.78867014865408,5.54813107864054,6.92353530043668e-06,0.000266578158542291,0.000232471101472255,"6950/3181/7203/3320/10576/5073/545/908/10575/10574/170506/1736/3184",13
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","36/2489","129/18860",0.27906976744186,2.11460659459763,4.95302084541429,7.10642288676108e-06,0.000271888141458675,0.00023710170430979,"56993/10440/3329/7332/59286/26521/401505/134266/4137/23788/100287932/3320/10075/1029/10134/9131/3099/140823/131474/3301/27113/92609/6721/25813/2931/10531/100188893/10651/51079/1649/51100/3308/6720/80273/5898/26519",36
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","27/2489","85/18860",0.317647058823529,2.40691985914494,5.06900855540006,7.33111959277807e-06,0.000278720867536751,0.000243060224565591,"3192/890/6950/5111/63922/5984/3183/7203/3320/10576/5073/1602/7398/7027/545/27000/7422/908/5985/10575/55226/10574/23381/1736/50507/80119/3184",27
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","12/2489","23/18860",0.521739130434783,3.95339493772599,5.52603650538245,8.9468021622132e-06,0.000338021369191117,0.000294773587028708,"891/29127/3192/1894/55143/332/10615/4751/55920/55055/998/3619",12
"GO:0006611","GO:0006611","protein export from nucleus","22/2489","63/18860",0.349206349206349,2.64605534191713,5.10275375338937,9.29157870227692e-06,0.000348867038852571,0.000304231619097763,"6672/5310/1434/29107/7295/5587/580/127933/5781/811/5901/2932/1029/202151/10541/2810/7514/3313/7175/103/23214/57510",22
"GO:0031055","GO:0031055","chromatin remodeling at centromere","8/2489","11/18860",0.727272727272727,5.51079294349684,5.83497839102405,1.03584118737682e-05,0.000381808535225174,0.000332958450987361,"11339/55355/401541/2491/23421/1058/4678/55839",8
"GO:0034080","GO:0034080","CENP-A containing chromatin assembly","8/2489","11/18860",0.727272727272727,5.51079294349684,5.83497839102405,1.03584118737682e-05,0.000381808535225174,0.000332958450987361,"11339/55355/401541/2491/23421/1058/4678/55839",8
"GO:0090267","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","8/2489","11/18860",0.727272727272727,5.51079294349684,5.83497839102405,1.03584118737682e-05,0.000381808535225174,0.000332958450987361,"4085/55143/332/10403/51143/7175/348654/3619",8
